10, 20, 1
10, 20, 5
10, 40, 7
10, 40, 11
10, 40, 10
10, 40, 7
10, 40, 8
10, 40, 10
10, 40, 11
10, 40, 9
10, 40, 14
10, 40, 11
10, 40, 10
10, 40, 8
10, 40, 9
10, 40, 8
10, 40, 11
10, 40, 8
10, 40, 10
10, 60, 9
10, 60, 9
10, 60, 9
10, 60, 7
10, 60, 10
10, 60, 9
10, 60, 10
10, 60, 12
10, 60, 12
10, 60, 9
10, 60, 9
10, 60, 7
10, 60, 10
10, 60, 9
10, 60, 9
10, 60, 12
10, 60, 10
10, 60, 12
10, 60, 10
10, 60, 11
10, 60, 7
10, 60, 9
10, 60, 12
10, 60, 11
10, 60, 7
10, 60, 7
10, 60, 9
10, 60, 12
10, 60, 12
10, 60, 7
10, 60, 10
10, 60, 9
10, 80, 16
10, 80, 18
10, 80, 19
10, 80, 12
10, 80, 13
10, 80, 18
10, 80, 16
10, 80, 12
10, 80, 19
10, 80, 13
10, 80, 12
10, 80, 19
10, 80, 19
10, 80, 14
10, 80, 18
10, 80, 18
10, 80, 12
10, 80, 17
10, 80, 13
10, 80, 12
10, 80, 17
10, 80, 18
10, 80, 14
10, 80, 19
10, 80, 11
10, 80, 16
10, 80, 18
10, 80, 13
10, 80, 18
10, 80, 14
10, 80, 17
10, 80, 14
10, 80, 11
10, 80, 14
10, 80, 17
10, 80, 11
10, 80, 11
10, 80, 17
10, 80, 12
10, 80, 19
10, 80, 16
10, 80, 11
10, 80, 12
10, 80, 19
10, 80, 14
10, 80, 18
10, 80, 16
10, 80, 17
10, 80, 17
10, 80, 18
10, 80, 18
10, 80, 12
10, 80, 14
10, 80, 11
10, 80, 19
10, 100, 18
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 10
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 13
10, 100, 18
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 10
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 10
10, 100, 16
10, 100, 16
10, 100, 13
10, 100, 18
10, 100, 16
10, 100, 16
10, 100, 18
10, 100, 16
10, 100, 16
10, 100, 13
10, 100, 18
10, 100, 18
10, 100, 16
10, 100, 16
10, 100, 10
10, 100, 10
10, 100, 18
10, 100, 10
10, 100, 16
10, 100, 10
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 13
10, 100, 16
10, 100, 18
10, 100, 16
10, 100, 16
10, 100, 18
10, 100, 16
10, 100, 13
10, 100, 16
10, 100, 18
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 16
10, 100, 13
10, 100, 16
10, 100, 18
10, 100, 18
20, 40, 14
20, 40, 8
20, 40, 4
20, 40, 4
20, 40, 8
20, 40, 4
20, 40, 6
20, 40, 5
20, 40, 4
20, 40, 6
20, 40, 8
20, 40, 6
20, 40, 6
20, 40, 5
20, 40, 6
20, 40, 14
20, 60, 26
20, 60, 32
20, 60, 31
20, 60, 26
20, 60, 26
20, 60, 31
20, 60, 33
20, 60, 33
20, 60, 26
20, 60, 33
20, 60, 30
20, 60, 26
20, 60, 26
20, 60, 31
20, 60, 32
20, 60, 32
20, 60, 32
20, 60, 30
20, 60, 32
20, 60, 31
20, 60, 33
20, 80, 31
20, 80, 24
20, 80, 36
20, 80, 29
20, 80, 29
20, 80, 36
20, 80, 34
20, 80, 32
20, 80, 31
20, 80, 32
20, 80, 24
20, 80, 31
20, 80, 29
20, 80, 24
20, 80, 34
20, 80, 34
20, 80, 36
20, 80, 36
20, 80, 34
20, 80, 24
20, 80, 31
20, 80, 31
20, 80, 24
20, 80, 24
20, 80, 24
20, 80, 32
20, 80, 32
20, 80, 31
20, 80, 29
20, 80, 31
20, 80, 36
20, 80, 36
20, 80, 24
20, 80, 32
20, 80, 31
20, 80, 31
20, 80, 32
20, 80, 31
20, 80, 31
20, 80, 29
20, 80, 36
20, 80, 24
20, 80, 36
20, 80, 31
20, 80, 29
20, 80, 24
20, 80, 36
20, 80, 31
20, 80, 32
20, 80, 29
20, 80, 29
20, 80, 36
20, 80, 31
20, 100, 34
20, 100, 32
20, 100, 44
20, 100, 28
20, 100, 32
20, 100, 28
20, 100, 27
20, 100, 28
20, 100, 44
20, 100, 31
20, 100, 28
20, 100, 40
20, 100, 34
20, 100, 23
20, 100, 28
20, 100, 28
20, 100, 40
20, 100, 27
20, 100, 31
20, 100, 44
20, 100, 44
20, 100, 28
20, 100, 31
20, 100, 40
20, 100, 31
20, 100, 27
20, 100, 28
20, 100, 23
20, 100, 23
20, 100, 23
20, 100, 23
20, 100, 44
20, 100, 30
20, 100, 28
20, 100, 40
20, 100, 44
20, 100, 28
20, 100, 28
20, 100, 32
20, 100, 23
20, 100, 29
20, 100, 40
20, 100, 23
20, 100, 30
20, 100, 37
20, 100, 32
20, 100, 23
20, 100, 28
20, 100, 34
20, 100, 44
20, 100, 32
20, 100, 28
20, 100, 29
20, 100, 28
20, 100, 44
20, 100, 27
20, 100, 28
20, 100, 40
20, 100, 44
20, 100, 23
20, 100, 34
20, 100, 28
20, 100, 34
20, 100, 32
20, 100, 32
20, 100, 34
20, 100, 34
20, 100, 28
20, 100, 32
20, 100, 30
20, 100, 31
20, 100, 32
20, 100, 32
20, 100, 23
20, 100, 32
30, 40, 2
30, 40, 8
30, 40, 3
30, 40, 3
30, 40, 3
30, 40, 3
30, 40, 2
30, 40, 3
30, 40, 5
30, 40, 4
30, 60, 13
30, 60, 14
30, 60, 18
30, 60, 13
30, 60, 22
30, 60, 19
30, 60, 35
30, 60, 17
30, 60, 13
30, 60, 35
30, 60, 19
30, 60, 17
30, 60, 16
30, 60, 17
30, 60, 18
30, 60, 1
30, 60, 16
30, 60, 18
30, 60, 17
30, 60, 19
30, 60, 13
30, 60, 20
30, 60, 1
30, 60, 27
30, 60, 20
30, 60, 1
30, 60, 17
30, 60, 13
30, 60, 16
30, 60, 21
30, 60, 27
30, 60, 13
30, 60, 15
30, 80, 33
30, 80, 35
30, 80, 34
30, 80, 33
30, 80, 33
30, 80, 33
30, 80, 33
30, 80, 37
30, 80, 46
30, 80, 30
30, 80, 23
30, 80, 30
30, 80, 35
30, 80, 33
30, 80, 21
30, 80, 33
30, 80, 30
30, 80, 35
30, 80, 30
30, 80, 37
30, 80, 21
30, 80, 21
30, 80, 32
30, 80, 35
30, 80, 25
30, 80, 25
30, 80, 46
30, 80, 33
30, 80, 45
30, 80, 46
30, 80, 33
30, 80, 45
30, 80, 30
30, 80, 46
30, 80, 33
30, 80, 30
30, 80, 32
30, 80, 35
30, 80, 23
30, 80, 30
30, 80, 32
30, 80, 21
30, 80, 33
30, 80, 35
30, 80, 30
30, 80, 32
30, 80, 46
30, 80, 30
30, 80, 45
30, 80, 32
30, 80, 33
30, 80, 32
30, 80, 21
30, 80, 21
30, 80, 45
30, 100, 60
30, 100, 63
30, 100, 60
30, 100, 61
30, 100, 60
30, 100, 49
30, 100, 60
30, 100, 60
30, 100, 59
30, 100, 63
30, 100, 56
30, 100, 61
30, 100, 59
30, 100, 59
30, 100, 56
30, 100, 54
30, 100, 63
30, 100, 54
30, 100, 59
30, 100, 59
30, 100, 66
30, 100, 63
30, 100, 59
30, 100, 56
30, 100, 49
30, 100, 63
30, 100, 59
30, 100, 62
30, 100, 59
30, 100, 65
30, 100, 59
30, 100, 49
30, 100, 63
30, 100, 43
30, 100, 59
30, 100, 61
30, 100, 66
30, 100, 66
30, 100, 59
30, 100, 66
30, 100, 54
30, 100, 49
30, 100, 56
30, 100, 59
30, 100, 66
30, 100, 61
30, 100, 59
30, 100, 59
30, 100, 60
30, 100, 59
30, 100, 60
30, 100, 49
30, 100, 49
30, 100, 60
30, 100, 59
30, 100, 62
30, 100, 66
30, 100, 49
30, 100, 59
30, 100, 43
30, 100, 63
30, 100, 61
30, 100, 62
30, 100, 54
30, 100, 60
30, 100, 59
30, 100, 60
30, 100, 59
30, 100, 54
30, 100, 62
30, 100, 61
30, 100, 66
30, 100, 62
30, 100, 60
30, 100, 60
40, 40, 10
40, 40, 6
40, 40, 6
40, 40, 11
40, 40, 8
40, 60, 34
40, 60, 13
40, 60, 9
40, 60, 6
40, 60, 5
40, 60, 6
40, 60, 9
40, 60, 6
40, 60, 13
40, 60, 6
40, 60, 6
40, 60, 5
40, 60, 8
40, 60, 5
40, 60, 6
40, 60, 17
40, 60, 34
40, 60, 13
40, 60, 17
40, 60, 6
